id,topic,speaker_1_en,speaker_1_gujlish,speaker_2_en,speaker_2_gujlish
242,Ordering Food / Street vs Restaurant Food,"Can I see the menu, please?",Menu joi shaku chu?,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
1668,Old vs New Songs / Street vs Restaurant Food,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
343,Ordering Food / Street vs Restaurant Food,We’ll take two plates of dosa.,Ame be plate dosa levana che.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
1805,Old vs New Songs / Trip to Goa,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,I can’t wait for this trip!,Hu aa trip mate excited chu!
649,Cricket Match / Street vs Restaurant Food,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
2099,Friend's Wedding / Ordering Food,The food was really good!,Food toh khub j tasty hatu!,Do you serve cold coffee?,Tamare cold coffee male che?
1351,Delhi Traffic / Delhi Traffic,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
2234,Friend's Wedding / Friend's Wedding,The wedding was well organized.,Lagna khub saro rite thai.,Did you see her wedding dress?,Tame eni wedding dress joi?
1922,Street vs Restaurant Food / Old vs New Songs,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
2020,Street vs Restaurant Food / Diwali Prep,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,Have you bought crackers?,Tame patakha laya?
1281,Delhi Traffic / Ordering Food,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,Is the pav bhaji spicy?,Pav bhaji tikhi che?
1205,Bollywood Movie / Old vs New Songs,Who was the director?,Director kon hatu?,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
346,Ordering Food / Friend's Wedding,We’ll take two plates of dosa.,Ame be plate dosa levana che.,Did you see her wedding dress?,Tame eni wedding dress joi?
338,Ordering Food / Old vs New Songs,We’ll take two plates of dosa.,Ame be plate dosa levana che.,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
1879,Street vs Restaurant Food / Friend's Wedding,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,The wedding was well organized.,Lagna khub saro rite thai.
2476,Gym/Fitness / Delhi Traffic,I started yoga recently.,Hu have yoga sharu karyu che.,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
723,Cricket Match / Asking Directions,India gave a strong performance!,India ye jabardast performance aapyu!,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
2578,Gym/Fitness / Delhi Traffic,I feel healthier now.,Mane have healthy feel thay che.,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
179,Weekend Plans / Delhi Traffic,Do you want to watch a movie?,Movie jovani ichchha che tane?,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
1346,Delhi Traffic / Trip to Goa,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,I can’t wait for this trip!,Hu aa trip mate excited chu!
2004,Street vs Restaurant Food / Cricket Match,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,India gave a strong performance!,India ye jabardast performance aapyu!
1267,Delhi Traffic / Friend's Wedding,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,The wedding was well organized.,Lagna khub saro rite thai.
2245,Weather Changes / Weekend Plans,It’s so hot these days!,Aaje kalak ghanu garmi che!,Are you free this Sunday?,Aa Ravivare tamne time che?
1358,Delhi Traffic / Old vs New Songs,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
1735,Old vs New Songs / Weekend Plans,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Are you free this Sunday?,Aa Ravivare tamne time che?
1720,Old vs New Songs / Street vs Restaurant Food,New songs have better beats.,Nava gaano ma beat saru hoy.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
2587,Gym/Fitness / Street vs Restaurant Food,I feel healthier now.,Mane have healthy feel thay che.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
772,Cricket Match / Ordering Food,I missed the final over.,Hu last over joi na shakyo.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
1113,Bollywood Movie / Friend's Wedding,The acting was average though.,Acting thodi average hati.,They looked so happy together.,E loko khub j happy lagta hata.
535,Asking Directions / Delhi Traffic,Can you guide me to City Mall?,City Mall sudhi marg batavo?,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2334,Weather Changes / Street vs Restaurant Food,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
567,Asking Directions / Ordering Food,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Is the pav bhaji spicy?,Pav bhaji tikhi che?
805,Cricket Match / Friend's Wedding,I missed the final over.,Hu last over joi na shakyo.,Did you see her wedding dress?,Tame eni wedding dress joi?
997,Trip to Goa / Diwali Prep,I can’t wait for this trip!,Hu aa trip mate excited chu!,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
1488,Diwali Prep / Asking Directions,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
2267,Weather Changes / Bollywood Movie,It’s so hot these days!,Aaje kalak ghanu garmi che!,I liked the climax a lot.,Mane climax bau gamyu.
1923,Street vs Restaurant Food / Old vs New Songs,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
824,Trip to Goa / Ordering Food,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,Do you serve cold coffee?,Tamare cold coffee male che?
1120,Bollywood Movie / Gym/Fitness,The acting was average though.,Acting thodi average hati.,Weight training is tough!,Weight training to bau j hard che!
1304,Delhi Traffic / Diwali Prep,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
106,Weekend Plans / Ordering Food,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,"Can I see the menu, please?",Menu joi shaku chu?
726,Cricket Match / Asking Directions,India gave a strong performance!,India ye jabardast performance aapyu!,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
1991,Street vs Restaurant Food / Weekend Plans,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
958,Trip to Goa / Friend's Wedding,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,Did you see her wedding dress?,Tame eni wedding dress joi?
1963,Street vs Restaurant Food / Delhi Traffic,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
224,Ordering Food / Bollywood Movie,"Can I see the menu, please?",Menu joi shaku chu?,That movie had great songs.,E movie ma khub sara gaana hata.
955,Trip to Goa / Street vs Restaurant Food,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
1612,Diwali Prep / Diwali Prep,Diwali shopping is still pending.,Diwali shopping to baki j che.,Have you bought crackers?,Tame patakha laya?
653,Cricket Match / Friend's Wedding,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,The food was really good!,Food toh khub j tasty hatu!
1078,Bollywood Movie / Ordering Food,The acting was average though.,Acting thodi average hati.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
1698,Old vs New Songs / Cricket Match,New songs have better beats.,Nava gaano ma beat saru hoy.,India gave a strong performance!,India ye jabardast performance aapyu!
2039,Street vs Restaurant Food / Gym/Fitness,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,I feel healthier now.,Mane have healthy feel thay che.
2549,Gym/Fitness / Gym/Fitness,Weight training is tough!,Weight training to bau j hard che!,I feel healthier now.,Mane have healthy feel thay che.
2458,Gym/Fitness / Asking Directions,I started yoga recently.,Hu have yoga sharu karyu che.,How far is the airport from here?,Ahiya thi airport ketlu door che?
209,Ordering Food / Ordering Food,"Can I see the menu, please?",Menu joi shaku chu?,Is the pav bhaji spicy?,Pav bhaji tikhi che?
2321,Weather Changes / Delhi Traffic,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2354,Weather Changes / Ordering Food,I love winter mornings.,Mane sheet rutu ni savar bau game.,Do you serve cold coffee?,Tamare cold coffee male che?
1758,Old vs New Songs / Bollywood Movie,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Who was the director?,Director kon hatu?
825,Trip to Goa / Asking Directions,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
1280,Delhi Traffic / Ordering Food,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,"Can I see the menu, please?",Menu joi shaku chu?
1777,Old vs New Songs / Friend's Wedding,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,The wedding was well organized.,Lagna khub saro rite thai.
2069,Friend's Wedding / Diwali Prep,Did you see her wedding dress?,Tame eni wedding dress joi?,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
269,Ordering Food / Cricket Match,Is the pav bhaji spicy?,Pav bhaji tikhi che?,India gave a strong performance!,India ye jabardast performance aapyu!
698,Cricket Match / Old vs New Songs,Was it a close game?,Game tight hatu ke easy?,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
2404,Weather Changes / Ordering Food,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
2601,Gym/Fitness / Gym/Fitness,I feel healthier now.,Mane have healthy feel thay che.,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
244,Ordering Food / Friend's Wedding,"Can I see the menu, please?",Menu joi shaku chu?,Did you see her wedding dress?,Tame eni wedding dress joi?
435,Asking Directions / Delhi Traffic,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
178,Weekend Plans / Delhi Traffic,Do you want to watch a movie?,Movie jovani ichchha che tane?,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
518,Asking Directions / Ordering Food,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Do you serve cold coffee?,Tamare cold coffee male che?
781,Cricket Match / Trip to Goa,I missed the final over.,Hu last over joi na shakyo.,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
453,Asking Directions / Weather Changes,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
153,Weekend Plans / Gym/Fitness,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
1502,Diwali Prep / Bollywood Movie,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,I liked the climax a lot.,Mane climax bau gamyu.
2015,Street vs Restaurant Food / Delhi Traffic,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2166,Friend's Wedding / Bollywood Movie,They looked so happy together.,E loko khub j happy lagta hata.,Who was the director?,Director kon hatu?
1576,Diwali Prep / Weather Changes,Have you bought crackers?,Tame patakha laya?,I love winter mornings.,Mane sheet rutu ni savar bau game.
983,Trip to Goa / Cricket Match,I can’t wait for this trip!,Hu aa trip mate excited chu!,Was it a close game?,Game tight hatu ke easy?
1368,Delhi Traffic / Friend's Wedding,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,They looked so happy together.,E loko khub j happy lagta hata.
2369,Weather Changes / Bollywood Movie,I love winter mornings.,Mane sheet rutu ni savar bau game.,I liked the climax a lot.,Mane climax bau gamyu.
2449,Gym/Fitness / Weekend Plans,I started yoga recently.,Hu have yoga sharu karyu che.,Are you free this Sunday?,Aa Ravivare tamne time che?
449,Asking Directions / Friend's Wedding,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,The food was really good!,Food toh khub j tasty hatu!
1782,Old vs New Songs / Gym/Fitness,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,I started yoga recently.,Hu have yoga sharu karyu che.
1132,Bollywood Movie / Asking Directions,I liked the climax a lot.,Mane climax bau gamyu.,How far is the airport from here?,Ahiya thi airport ketlu door che?
538,Asking Directions / Diwali Prep,Can you guide me to City Mall?,City Mall sudhi marg batavo?,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
2037,Street vs Restaurant Food / Gym/Fitness,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,I started yoga recently.,Hu have yoga sharu karyu che.
2070,Friend's Wedding / Diwali Prep,Did you see her wedding dress?,Tame eni wedding dress joi?,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
2168,Friend's Wedding / Delhi Traffic,They looked so happy together.,E loko khub j happy lagta hata.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
954,Trip to Goa / Street vs Restaurant Food,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
2628,Gym/Fitness / Delhi Traffic,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
1374,Delhi Traffic / Gym/Fitness,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,I started yoga recently.,Hu have yoga sharu karyu che.
2498,Gym/Fitness / Gym/Fitness,I started yoga recently.,Hu have yoga sharu karyu che.,I feel healthier now.,Mane have healthy feel thay che.
43,Weekend Plans / Friend's Wedding,Are you free this Sunday?,Aa Ravivare tamne time che?,The wedding was well organized.,Lagna khub saro rite thai.
509,Asking Directions / Gym/Fitness,How far is the airport from here?,Ahiya thi airport ketlu door che?,I feel healthier now.,Mane have healthy feel thay che.
811,Cricket Match / Weather Changes,I missed the final over.,Hu last over joi na shakyo.,I love winter mornings.,Mane sheet rutu ni savar bau game.
1013,Trip to Goa / Weather Changes,I can’t wait for this trip!,Hu aa trip mate excited chu!,It’s so hot these days!,Aaje kalak ghanu garmi che!
1564,Diwali Prep / Old vs New Songs,Have you bought crackers?,Tame patakha laya?,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
1535,Diwali Prep / Ordering Food,Have you bought crackers?,Tame patakha laya?,"Can I see the menu, please?",Menu joi shaku chu?
139,Weekend Plans / Street vs Restaurant Food,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
1014,Trip to Goa / Weather Changes,I can’t wait for this trip!,Hu aa trip mate excited chu!,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
2196,Friend's Wedding / Weekend Plans,The wedding was well organized.,Lagna khub saro rite thai.,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
1237,Delhi Traffic / Cricket Match,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
650,Cricket Match / Street vs Restaurant Food,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
2212,Friend's Wedding / Trip to Goa,The wedding was well organized.,Lagna khub saro rite thai.,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
2571,Gym/Fitness / Bollywood Movie,I feel healthier now.,Mane have healthy feel thay che.,That movie had great songs.,E movie ma khub sara gaana hata.
48,Weekend Plans / Gym/Fitness,Are you free this Sunday?,Aa Ravivare tamne time che?,I started yoga recently.,Hu have yoga sharu karyu che.
80,Weekend Plans / Diwali Prep,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
289,Ordering Food / Old vs New Songs,Is the pav bhaji spicy?,Pav bhaji tikhi che?,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
1971,Street vs Restaurant Food / Old vs New Songs,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
94,Weekend Plans / Friend's Wedding,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,The wedding was well organized.,Lagna khub saro rite thai.
1719,Old vs New Songs / Street vs Restaurant Food,New songs have better beats.,Nava gaano ma beat saru hoy.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
1617,Diwali Prep / Street vs Restaurant Food,Diwali shopping is still pending.,Diwali shopping to baki j che.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
689,Cricket Match / Delhi Traffic,Was it a close game?,Game tight hatu ke easy?,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
2156,Friend's Wedding / Cricket Match,They looked so happy together.,E loko khub j happy lagta hata.,Was it a close game?,Game tight hatu ke easy?
361,Ordering Food / Weekend Plans,Do you serve cold coffee?,Tamare cold coffee male che?,Do you want to watch a movie?,Movie jovani ichchha che tane?
765,Cricket Match / Gym/Fitness,India gave a strong performance!,India ye jabardast performance aapyu!,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
1219,Bollywood Movie / Weather Changes,Who was the director?,Director kon hatu?,I love winter mornings.,Mane sheet rutu ni savar bau game.
1158,Bollywood Movie / Street vs Restaurant Food,I liked the climax a lot.,Mane climax bau gamyu.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
786,Cricket Match / Bollywood Movie,I missed the final over.,Hu last over joi na shakyo.,The acting was average though.,Acting thodi average hati.
1631,Diwali Prep / Gym/Fitness,Diwali shopping is still pending.,Diwali shopping to baki j che.,I feel healthier now.,Mane have healthy feel thay che.
2205,Friend's Wedding / Asking Directions,The wedding was well organized.,Lagna khub saro rite thai.,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
2266,Weather Changes / Bollywood Movie,It’s so hot these days!,Aaje kalak ghanu garmi che!,The acting was average though.,Acting thodi average hati.
740,Cricket Match / Delhi Traffic,India gave a strong performance!,India ye jabardast performance aapyu!,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
1201,Bollywood Movie / Diwali Prep,Who was the director?,Director kon hatu?,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
2487,Gym/Fitness / Street vs Restaurant Food,I started yoga recently.,Hu have yoga sharu karyu che.,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
380,Ordering Food / Bollywood Movie,Do you serve cold coffee?,Tamare cold coffee male che?,Who was the director?,Director kon hatu?
1898,Street vs Restaurant Food / Asking Directions,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
393,Ordering Food / Street vs Restaurant Food,Do you serve cold coffee?,Tamare cold coffee male che?,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
1643,Old vs New Songs / Asking Directions,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
2573,Gym/Fitness / Bollywood Movie,I feel healthier now.,Mane have healthy feel thay che.,I liked the climax a lot.,Mane climax bau gamyu.
2639,Gym/Fitness / Street vs Restaurant Food,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
1326,Delhi Traffic / Gym/Fitness,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
856,Trip to Goa / Friend's Wedding,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,Did you see her wedding dress?,Tame eni wedding dress joi?
462,Asking Directions / Weekend Plans,How far is the airport from here?,Ahiya thi airport ketlu door che?,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
2518,Gym/Fitness / Trip to Goa,Weight training is tough!,Weight training to bau j hard che!,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
2243,Friend's Wedding / Gym/Fitness,The wedding was well organized.,Lagna khub saro rite thai.,I feel healthier now.,Mane have healthy feel thay che.
108,Weekend Plans / Ordering Food,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,We’ll take two plates of dosa.,Ame be plate dosa levana che.
978,Trip to Goa / Asking Directions,I can’t wait for this trip!,Hu aa trip mate excited chu!,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
300,Ordering Food / Weather Changes,Is the pav bhaji spicy?,Pav bhaji tikhi che?,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
1680,Old vs New Songs / Gym/Fitness,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,I started yoga recently.,Hu have yoga sharu karyu che.
1270,Delhi Traffic / Weather Changes,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,I love winter mornings.,Mane sheet rutu ni savar bau game.
1887,Street vs Restaurant Food / Gym/Fitness,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
2462,Gym/Fitness / Cricket Match,I started yoga recently.,Hu have yoga sharu karyu che.,Was it a close game?,Game tight hatu ke easy?
1904,Street vs Restaurant Food / Trip to Goa,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
249,Ordering Food / Weather Changes,"Can I see the menu, please?",Menu joi shaku chu?,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
943,Trip to Goa / Delhi Traffic,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2624,Gym/Fitness / Bollywood Movie,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,I liked the climax a lot.,Mane climax bau gamyu.
589,Asking Directions / Diwali Prep,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
1895,Street vs Restaurant Food / Ordering Food,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Do you serve cold coffee?,Tamare cold coffee male che?
604,Asking Directions / Friend's Wedding,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,The wedding was well organized.,Lagna khub saro rite thai.
1318,Delhi Traffic / Friend's Wedding,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,The wedding was well organized.,Lagna khub saro rite thai.
455,Asking Directions / Weather Changes,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
1149,Bollywood Movie / Delhi Traffic,I liked the climax a lot.,Mane climax bau gamyu.,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
1216,Bollywood Movie / Friend's Wedding,Who was the director?,Director kon hatu?,The wedding was well organized.,Lagna khub saro rite thai.
2401,Weather Changes / Weekend Plans,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,Do you want to watch a movie?,Movie jovani ichchha che tane?
1918,Street vs Restaurant Food / Diwali Prep,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Have you bought crackers?,Tame patakha laya?
996,Trip to Goa / Delhi Traffic,I can’t wait for this trip!,Hu aa trip mate excited chu!,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
151,Weekend Plans / Gym/Fitness,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Weight training is tough!,Weight training to bau j hard che!
2157,Friend's Wedding / Cricket Match,They looked so happy together.,E loko khub j happy lagta hata.,India gave a strong performance!,India ye jabardast performance aapyu!
679,Cricket Match / Trip to Goa,Was it a close game?,Game tight hatu ke easy?,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
1787,Old vs New Songs / Weekend Plans,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
1537,Diwali Prep / Ordering Food,Have you bought crackers?,Tame patakha laya?,We’ll take two plates of dosa.,Ame be plate dosa levana che.
1413,Delhi Traffic / Street vs Restaurant Food,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
1563,Diwali Prep / Old vs New Songs,Have you bought crackers?,Tame patakha laya?,New songs have better beats.,Nava gaano ma beat saru hoy.
2418,Weather Changes / Bollywood Movie,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,That movie had great songs.,E movie ma khub sara gaana hata.
2560,Gym/Fitness / Asking Directions,I feel healthier now.,Mane have healthy feel thay che.,How far is the airport from here?,Ahiya thi airport ketlu door che?
2031,Street vs Restaurant Food / Friend's Wedding,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,They looked so happy together.,E loko khub j happy lagta hata.
2538,Gym/Fitness / Street vs Restaurant Food,Weight training is tough!,Weight training to bau j hard che!,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
2273,Weather Changes / Diwali Prep,It’s so hot these days!,Aaje kalak ghanu garmi che!,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
65,Weekend Plans / Cricket Match,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,India gave a strong performance!,India ye jabardast performance aapyu!
899,Trip to Goa / Old vs New Songs,We should try water sports!,Aapde water sports try karva joie!,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
1913,Street vs Restaurant Food / Delhi Traffic,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2437,Weather Changes / Street vs Restaurant Food,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
2359,Weather Changes / Cricket Match,I love winter mornings.,Mane sheet rutu ni savar bau game.,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
107,Weekend Plans / Ordering Food,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Is the pav bhaji spicy?,Pav bhaji tikhi che?
904,Trip to Goa / Street vs Restaurant Food,We should try water sports!,Aapde water sports try karva joie!,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
13,Weekend Plans / Cricket Match,Are you free this Sunday?,Aa Ravivare tamne time che?,Was it a close game?,Game tight hatu ke easy?
63,Weekend Plans / Cricket Match,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
2406,Weather Changes / Asking Directions,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
433,Asking Directions / Delhi Traffic,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
46,Weekend Plans / Weather Changes,Are you free this Sunday?,Aa Ravivare tamne time che?,I love winter mornings.,Mane sheet rutu ni savar bau game.
2590,Gym/Fitness / Street vs Restaurant Food,I feel healthier now.,Mane have healthy feel thay che.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
262,Ordering Food / Ordering Food,Is the pav bhaji spicy?,Pav bhaji tikhi che?,Do you serve cold coffee?,Tamare cold coffee male che?
1154,Bollywood Movie / Old vs New Songs,I liked the climax a lot.,Mane climax bau gamyu.,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
370,Ordering Food / Cricket Match,Do you serve cold coffee?,Tamare cold coffee male che?,Was it a close game?,Game tight hatu ke easy?
317,Ordering Food / Asking Directions,We’ll take two plates of dosa.,Ame be plate dosa levana che.,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
