id,topic,english,gujlish,weather_change_0_313
diwali_prep_266,Talking about Diwali preparations,We arrange for extra cleaning help before and after Diwali.,Diwali pela ane pachi vadhu safai mate madad arrange kariye chhe.,
diwali_prep_267,Talking about Diwali preparations,We buy fresh turmeric and kumkum for puja rituals.,Pooja rite mate taza haldi ane kumkum kharidye chhe.,
diwali_prep_268,Talking about Diwali preparations,We prepare a list of songs for Diwali prayers and celebrations.,Diwali ni puja ane celebration mate geeto ni list banaviye chhe.,
diwali_prep_269,Talking about Diwali preparations,We decorate the main door with toran made of mango leaves.,Mukhya darvaje par aam na patta no toran latkavie chhe.,
diwali_prep_270,Talking about Diwali preparations,We buy traditional clothes for all family members to wear on Diwali.,Diwali divas par pehervana mate badha family member ne traditional vastra kharidye chhe.,
diwali_prep_271,Talking about Diwali preparations,We prepare a special recipe book with all our Diwali dishes.,Badha Diwali na vyanjan ni recipe sathe khas recipe book banaviye chhe.,
diwali_prep_272,Talking about Diwali preparations,We make arrangements to welcome relatives coming from far places.,Dourna thi aavta rishtedaro ne swagat karva ni vyavastha kariye chhe.,
diwali_prep_273,Talking about Diwali preparations,We plan to take photos and videos to capture Diwali memories.,Diwali ni yaadgar tasveero ane video banavva ni yojna chhe.,
diwali_prep_274,Talking about Diwali preparations,We clean windows and doors thoroughly before the festival starts.,Utsav pela khidki ane darvaja sari rite saf kariye chhe.,
diwali_prep_275,Talking about Diwali preparations,We prepare healthy snacks to balance out the sweets during Diwali.,Diwali doraan mithai ni sathe healthy snacks pan banaviye chhe.,
diwali_prep_276,Talking about Diwali preparations,We make sure all garbage bins are emptied and cleaned before Diwali.,Diwali pela badha kachro na dabba khali ane saf kariye chhe.,
diwali_prep_277,Talking about Diwali preparations,We buy fresh milk and ingredients for making traditional sweets.,Traditional mithai banava mate taza dudh ane vastu kharidye chhe.,
diwali_prep_278,Talking about Diwali preparations,We prepare a list of all tasks and assign them to family members.,Badha kam ni list banavi ne family member ne vagadaviye chhe.,
diwali_prep_279,Talking about Diwali preparations,We decorate balconies and terraces with lights and flower pots.,Balcony ane terrace ne light ane phool na ghamela thi sajavyu chhe.,
diwali_prep_280,Talking about Diwali preparations,We ensure all firecrackers are stored safely away from flammable materials.,Patakha ne agni lagti vastu thi door surakshit jagya ma rakhie chhe.,
diwali_prep_281,Talking about Diwali preparations,We prepare special gift bags with sweets and toys for children.,Balako mate mithai ane khelona sathe khas gift bag banaviye chhe.,
diwali_prep_282,Talking about Diwali preparations,We plan a special prayer session for family health and prosperity.,Parivar ni sehat ane samruddhi mate khas puja ni yojna chhe.,
diwali_prep_283,Talking about Diwali preparations,We arrange for volunteers to help with community Diwali events.,Community Diwali event mate volunteer ni vyavastha kariye chhe.,
diwali_prep_284,Talking about Diwali preparations,We prepare traditional Diwali decorations using eco-friendly materials.,Eco-friendly vastu thi traditional Diwali ni sajavat kariye chhe.,
diwali_prep_285,Talking about Diwali preparations,We make sure the cooking gas cylinder is full before starting preparations.,Tayari sharu karva pela gas cylinder full chhe te joiye chhe.,
diwali_prep_286,Talking about Diwali preparations,We prepare a safe play area for children to enjoy Diwali festivities.,Balako mate surakshit khel ni jagya banaviye chhe.,
diwali_prep_287,Talking about Diwali preparations,We buy traditional diyas and ensure they are clean and functional.,Traditional diya kharidine saf ane chalti rite rakhie chhe.,
diwali_prep_288,Talking about Diwali preparations,We prepare a budget for Diwali expenses and try to stick to it.,Diwali kharcho mate budget banavi ne te par amal karva prayatna kariye chhe.,
diwali_prep_289,Talking about Diwali preparations,We organize a family meeting to discuss Diwali plans and roles.,Diwali na plan ane jimmedari ni vaat mate family meeting karie chhe.,
diwali_prep_290,Talking about Diwali preparations,We decorate the entrance with rangoli made from colored powders.,Entrance par rangoli rangin powdernathi banaviye chhe.,
diwali_prep_291,Talking about Diwali preparations,We prepare traditional garlands using marigold flowers for decoration.,Decoration mate marigold na phool ni mala banaviye chhe.,
diwali_prep_292,Talking about Diwali preparations,We ensure the electrical wiring is checked before decorating with lights.,Lights lagadvani pela electrical wiring ni check karvi joiye.,
diwali_prep_293,Talking about Diwali preparations,We prepare sweets in advance and store them properly to keep fresh.,Mithai pehla thi banavi ne sachi rite store kariye chhe.,
diwali_prep_294,Talking about Diwali preparations,We plan for a family game night during Diwali celebrations.,Diwali ni celebration doraan family game night ni yojna chhe.,
diwali_prep_295,Talking about Diwali preparations,We ensure all decorations are eco-friendly and biodegradable.,Badha decoration eco-friendly ane biodegradable hoy te joiye.,
diwali_prep_296,Talking about Diwali preparations,We prepare a special Diwali playlist with devotional songs.,Kirtan ane bhajan sathe khas Diwali playlist banaviye chhe.,
diwali_prep_297,Talking about Diwali preparations,We plan a community clean-up drive after Diwali to keep the area tidy.,Diwali pachi community clean-up drive ni yojna chhe.,
diwali_prep_298,Talking about Diwali preparations,We arrange special seating arrangements for elderly guests.,Varisth mehmano mate khas bethak ni vyavastha kariye chhe.,
diwali_prep_299,Talking about Diwali preparations,We prepare thank you cards for guests who attend Diwali celebrations.,Diwali ma aavta mehmano mate thank you card banaviye chhe.,
diwali_prep_300,Talking about Diwali preparations,We prepare fresh garlands to welcome Goddess Lakshmi on Diwali night.,Diwali ni raat Lakshmi mata nu swagat karva taza mala banaviye chhe.,
diwali_prep_301,Talking about Diwali preparations,We prepare sweets with low sugar for health-conscious family members.,Sehat ni sambhal karta family member mate ochu chini vado mithai banaviye chhe.,
diwali_prep_302,Talking about Diwali preparations,We buy new curtains and cushions to refresh home decor.,Ghar ni sajavat mate nava curtain ane cushion kharidye chhe.,
diwali_prep_303,Talking about Diwali preparations,We set up a photo booth with Diwali-themed props for fun.,Majamaate Diwali theme wala props sathe photo booth set kariye chhe.,
diwali_prep_304,Talking about Diwali preparations,We organize a small family gathering before Diwali to plan tasks.,Diwali pela parivar ni chhoti gathering kari ne kam ni yojna kariye chhe.,
diwali_prep_305,Talking about Diwali preparations,We prepare a special welcome board for guests at the entrance.,Darvaje par mehmano mate khas welcome board banaviye chhe.,
diwali_prep_306,Talking about Diwali preparations,We buy eco-friendly plates and cups for serving snacks and drinks.,Snacks ane drinks serve karva mate eco-friendly plate ane cup kharidye chhe.,
diwali_prep_307,Talking about Diwali preparations,We clean the kitchen thoroughly to prepare for festive cooking.,Tyohar mate rasoighar ne sari rite saf kariye chhe.,
diwali_prep_308,Talking about Diwali preparations,We make arrangements for parking space for visiting relatives.,Aavta rishtedaro mate parking ni vyavastha kariye chhe.,
diwali_prep_309,Talking about Diwali preparations,We prepare a list of emergency contacts for safety during celebrations.,Utsav doraan suraksha mate emergency contact ni list banaviye chhe.,
diwali_prep_310,Talking about Diwali preparations,We arrange for special lighting on the staircase and hallway.,Sidi ane hallway par khas light lagadvani vyavastha kariye chhe.,
diwali_prep_311,Talking about Diwali preparations,We prepare a variety of dry fruits and nuts for guests.,Mehmano mate vivid dry fruit ane nut banaviye chhe.,
diwali_prep_312,Talking about Diwali preparations,We decorate the walls with handmade Diwali crafts.,Deewaro par haaththi banela Diwali craft thi sajavat kariye chhe.,
diwali_prep_313,Talking about Diwali preparations,We ensure all electrical appliances are working properly before Diwali.,Diwali pela badha electrical appliance sari rite chalu hoy te joiye chhe.,
diwali_prep_314,Talking about Diwali preparations,We prepare a schedule for lighting diyas and candles after sunset.,Surya ast thai gaya pachi diya ane mombatti jalavva ni yojna banaviye chhe.,
diwali_prep_315,Talking about Diwali preparations,We arrange for extra seating with cushions and mats in the living room.,Living room ma vadhu bethak mate cushion ane mat ni vyavastha kariye chhe.,
diwali_prep_316,Talking about Diwali preparations,We decorate the garden area with fairy lights and lanterns.,Bagiche ne fairy light ane lantern thi sajavyu chhe.,
diwali_prep_317,Talking about Diwali preparations,We prepare a to-do list for cleaning and decoration activities.,Safai ane sajavat na kam mate to-do list banaviye chhe.,
diwali_prep_318,Talking about Diwali preparations,We buy new slippers and footwear for family members for Diwali.,Family member mate Diwali par pehervana nava juta kharidye chhe.,
diwali_prep_319,Talking about Diwali preparations,We set reminders for buying fresh flowers every morning during Diwali.,Diwali doraan pratidin taza phool kharidva mate reminder rakhiye chhe.,
diwali_prep_320,Talking about Diwali preparations,We organize a donation drive for the needy before Diwali.,Diwali pela jaruri loko mate donation drive kariye chhe.,
diwali_prep_321,Talking about Diwali preparations,We prepare special herbal teas and drinks for guests.,Mehmano mate khas herbal tea ane drinks banaviye chhe.,
diwali_prep_322,Talking about Diwali preparations,We practice singing devotional songs to perform during puja.,Pooja doraan gaayva mate bhajan ni practice kariye chhe.,
diwali_prep_323,Talking about Diwali preparations,We plan to watch Diwali-themed movies with the family.,Parivar sathe Diwali theme vado movie joye ni yojna chhe.,
diwali_prep_324,Talking about Diwali preparations,We prepare a fire safety kit including water and sand buckets.,Aag ni suraksha mate pani ane ret na baltiyo sathe fire safety kit banaviye chhe.,
diwali_prep_325,Talking about Diwali preparations,We arrange for waste segregation bins for plastic and biodegradable waste.,Plastic ane biodegradable kachra mate alag dabbo ni vyavastha kariye chhe.,
diwali_prep_326,Talking about Diwali preparations,We prepare a list of phone numbers of all family members for coordination.,Samanvay mate badha family member na phone number ni list banaviye chhe.,
diwali_prep_327,Talking about Diwali preparations,We make arrangements to protect pets from loud firecrackers.,Vadhu shor karta patakha thi pets ne surakshit rakhva vyavastha kariye chhe.,
diwali_prep_328,Talking about Diwali preparations,We buy fresh flowers to make garlands for the pooja altar.,Pooja mandap mate garland banava taza phool kharidye chhe.,
diwali_prep_329,Talking about Diwali preparations,We prepare traditional snacks like chakli and namak para in advance.,Pehla thi chakli ane namak para jeva traditional snacks banaviye chhe.,
diwali_prep_330,Talking about Diwali preparations,We clean the water tanks and ensure supply is uninterrupted during festivities.,Water tank ne saf kari ne utsav doraan pani ni supply chalti rahe te joiye.,
diwali_prep_331,Talking about Diwali preparations,We decorate the porch with colorful lanterns and lights.,Porch ne rangin lantern ane light thi sajavyu chhe.,
diwali_prep_332,Talking about Diwali preparations,We plan to perform Lakshmi puja early in the morning on Diwali day.,Diwali divas ni savar Lakshmi puja karva ni yojna chhe.,
diwali_prep_333,Talking about Diwali preparations,We prepare a basket of dry fruits and sweets as gifts for neighbors.,Padosio mate dry fruit ane mithai no gift basket banaviye chhe.,
diwali_prep_334,Talking about Diwali preparations,We check all switches and wiring before decorating with lights.,Lights lagadvani pela badha switch ane wiring ni jach kariye chhe.,
diwali_prep_335,Talking about Diwali preparations,We prepare colorful rangoli designs using natural powders.,Natural powder thi rangin rangoli design banaviye chhe.,
diwali_prep_336,Talking about Diwali preparations,We buy firecrackers that produce less smoke to protect the environment.,Vataavarni raksha mate ochu dhuan karta patakha kharidye chhe.,
diwali_prep_337,Talking about Diwali preparations,We prepare a special meal plan including vegetarian and non-vegetarian dishes.,Shakahari ane mansahari vyanjan sathe khas bhojan yojna banaviye chhe.,
diwali_prep_338,Talking about Diwali preparations,We clean and polish all brass and copper utensils for the puja.,Pooja mate badha peetal ane tamba na bartano saf kari ne polish kariye chhe.,
diwali_prep_339,Talking about Diwali preparations,We decorate the pooja altar with lights and fresh flowers.,Pooja mandap ne light ane taza phool thi sajavyu chhe.,
diwali_prep_340,Talking about Diwali preparations,We prepare special invitations for Diwali parties and events.,Diwali party ane event mate khas invitation banaviye chhe.,
diwali_prep_341,Talking about Diwali preparations,We arrange for musical instruments and setup for Diwali bhajans.,Diwali bhajan mate musical instrument ane setup ni vyavastha kariye chhe.,
diwali_prep_342,Talking about Diwali preparations,We buy new candles and decorative diyas for the celebrations.,Utsav mate navi mombatti ane sajavat na diya kharidye chhe.,
diwali_prep_343,Talking about Diwali preparations,We prepare a photo album to capture and preserve Diwali memories.,Diwali ni yaadon mate photo album banaviye chhe.,
diwali_prep_344,Talking about Diwali preparations,We ensure all balconies and windows are decorated with lights and flowers.,Balcony ane khidkiyo ne light ane phool thi sajavyu chhe.,
diwali_prep_345,Talking about Diwali preparations,We clean and decorate the garage or parking area for visitors.,Mehmano mate garage ke parking area saf ane sajavyu chhe.,
diwali_prep_346,Talking about Diwali preparations,We prepare a list of important rituals and their timings for Diwali day.,Diwali divas na mukhya ritual ane te na samay ni list banaviye chhe.,
diwali_prep_347,Talking about Diwali preparations,We arrange a kids’ corner with toys and activities during the celebrations.,Utsav doraan balako mate khelona ane activity sathe kids’ corner banaviye chhe.,
diwali_prep_348,Talking about Diwali preparations,We prepare a thank-you speech for the family gathering after Diwali.,Diwali pachi family gathering mate thank you speech taiyar kariye chhe.,
diwali_prep_349,Talking about Diwali preparations,We stock extra fuel and candles in case of power cuts during Diwali night.,Diwali ni raat bijli jova na hoy to extra tel ane mombatti rakhie chhe.,
diwali_prep_350,Talking about Diwali preparations,We prepare fresh garlands to welcome Goddess Lakshmi on Diwali night.,Diwali ni raat Lakshmi mata nu swagat karva taza mala banaviye chhe.,
food_debate_0_1,Debating street food vs. restaurant food,Do you actually prefer street food over restaurants?,Tane sachoche street food restaurants karta vadhu game che?,
food_debate_0_2,Debating street food vs. restaurant food,Street food has a charm that restaurants can't beat.,Street food ni maja to restaurant ma kya male!,
food_debate_0_3,Debating street food vs. restaurant food,But isn't street food unhygienic sometimes?,Pann street food kabhi kabar unhygienic nathi lagtu?,
food_debate_0_4,Debating street food vs. restaurant food,"True, but that spicy pani puri hits different!","Sachu che, pan yeh spicy pani puri toh dil jeeti le!",
food_debate_0_5,Debating street food vs. restaurant food,Restaurants give a proper dining vibe though.,Restaurants ma toh ekdum classy dining feel male che.,
food_debate_0_6,Debating street food vs. restaurant food,"Still, eating pav bhaji at Law Garden is unbeatable.",Law Garden ni pav bhaji ne koi restaurant match kari shake nai!,
food_debate_0_7,Debating street food vs. restaurant food,"Yeah, but I like the neatness of a restaurant.",Ha pan mane toh restaurant ni saaf-safai bhavti che.,
food_debate_0_8,Debating street food vs. restaurant food,"Neatness is fine, but taste is king!","Clean toh hoy, pan taste j king che!",
food_debate_0_9,Debating street food vs. restaurant food,But what if you get food poisoning?,Pan khotu padyu toh stomach upset thai jase ne?,
food_debate_0_10,Debating street food vs. restaurant food,Risks lewa padta hoy for that heavenly chaat.,Yeh heavenly chaat mate thodu risk toh chalse!,
food_debate_0_11,Debating street food vs. restaurant food,Do you even check how they make it?,Tane kya fark pade che ke su clean banave che ke nai?,
food_debate_0_12,Debating street food vs. restaurant food,"When the food is tasty, everything else fades!",Jya taste hoy tya hygiene bhuli jau chu hu toh!,
food_debate_0_13,Debating street food vs. restaurant food,"Restaurant food is consistent, though.","Restaurant ma taste toh barobar same hoy, koi surprise nai.",
food_debate_0_14,Debating street food vs. restaurant food,But surprises make street food exciting!,Ane street food ma toh ajeeb thrill hoy!,
food_debate_0_15,Debating street food vs. restaurant food,You just like the thrill of tummy troubles!,Tane toh tummy upset wali thrill j bhave che!,
food_debate_0_16,Debating street food vs. restaurant food,"You have no taste, clearly!",Tara taste buds toh office ma chhutti gaya che!,
food_debate_0_17,Debating street food vs. restaurant food,"Say what you want, street momos win always.","Tane su kahvu hoy kah, pan street momos toh jeetya j kare!",
food_debate_0_18,Debating street food vs. restaurant food,Ever tried that cheesy pasta near college?,College pachi no cheesy pasta try karyo che ke nai?,
food_debate_0_19,Debating street food vs. restaurant food,"Yeah, it was greasy beyond belief!","Ha, pan etlu oily hatu ke plate slip thai jaye!",
food_debate_0_20,Debating street food vs. restaurant food,"Still finished the whole plate, huh?",Pachi pan full plate clean kari didhi ne?,
food_debate_0_21,Debating street food vs. restaurant food,Don’t expose me like this!,Arey public ma expose na kar yaar!,
food_debate_0_22,Debating street food vs. restaurant food,"Okay okay, but admit it was tasty.",Chal maan ke tasty toh hatu ne!,
food_debate_0_23,Debating street food vs. restaurant food,Fine! It was finger-lickin’ good.,Fine! Ekdum finger-licking good hatu!,
food_debate_0_24,Debating street food vs. restaurant food,See! That’s the power of thela!,Jo! Aaj che thela power!,
food_debate_0_25,Debating street food vs. restaurant food,I still prefer candlelight dinners though.,Pan mane toh candlelight dinner j favourite lage che.,
food_debate_0_26,Debating street food vs. restaurant food,You’re too bougie for the streets.,Tari toh pura rich people vibes aave che bhai!,
food_debate_0_27,Debating street food vs. restaurant food,Guilty as charged!,"Manu chu boss, guilty chu!",
food_debate_0_28,Debating street food vs. restaurant food,One day I’ll convert you to the thela life.,Ek divas tane thela premi banavi ne rahish!,
food_debate_0_29,Debating street food vs. restaurant food,Only if you bribe me with vada pav!,Bas vada pav ni treat aape toh vichari saku!,
food_debate_0_30,Debating street food vs. restaurant food,Deal done. Tomorrow after college?,Done! Kal college pachi vada pav date?,
food_debate_0_31,Debating street food vs. restaurant food,Only if you pay!,Tame paisa aapo toh hu full ready chu!,
food_debate_0_32,Debating street food vs. restaurant food,"Fine fine, anything for your foodie highness!","Chal chalse, tamara foodie majesty mate badhu chalse!",
food_debate_0_33,Debating street food vs. restaurant food,You're sweet today... suspicious!,Aaje toh khub sweet boli rahi che... khatarnaak!,
food_debate_0_34,Debating street food vs. restaurant food,Good food makes me kind!,Sara food thi mane kindness aavi jaye che!,
food_debate_0_35,Debating street food vs. restaurant food,Then I should feed you more often.,Pachi toh tane frequently khavadvu padse!,
food_debate_0_36,Debating street food vs. restaurant food,Are you trying to win me over with food?,Food ni vaat kari ne impress karva no plan che?,
food_debate_0_37,Debating street food vs. restaurant food,"Well, it seems to be working!","Toh kyaam na, kaam toh karu chhe ne!",
food_debate_0_38,Debating street food vs. restaurant food,"Okay okay, I’ll give you points for effort.",Chal toh effort mate points made gaya!,
food_debate_0_39,Debating street food vs. restaurant food,So it’s a thela date confirmed?,Toh confirm ke thela wali date fix?,
food_debate_0_40,Debating street food vs. restaurant food,"With extra chutney, yes!",Extra chutney sathe haanji!,
food_debate_0_41,Debating street food vs. restaurant food,Now that’s my kind of romance.,Aavi romance toh manne bhave!,
food_debate_0_42,Debating street food vs. restaurant food,You and your stomach-based love!,Taru pyaar toh pehla pet ma jaa che!,
food_debate_0_43,Debating street food vs. restaurant food,Foodie hearts are the purest!,Foodie dil toh most loyal hoy!,
food_debate_0_44,Debating street food vs. restaurant food,So who's winning this debate now?,Toh have aakhi debate ma jeet kone mali?,
food_debate_0_45,Debating street food vs. restaurant food,Let’s call it a delicious draw!,"Chal, aavakhat no result – ekdum tasty draw!",
food_debate_0_46,Debating street food vs. restaurant food,"Fine by me, as long as I get food!",Mane toh food male etle badhu fine che!,
food_debate_0_47,Debating street food vs. restaurant food,"Food first, ego later!","Pehla food, pachi ego!",
food_debate_0_48,Debating street food vs. restaurant food,That's why we vibe so well!,Etle toh apdi jodi jamti che!,
food_debate_0_49,Debating street food vs. restaurant food,Only if you keep feeding me!,Feed karta rahish toh j friendship confirm!,
food_debate_0_50,Debating street food vs. restaurant food,"Okay foodie queen, let’s plan the next food run.","Chal foodie queen, have next food trip plan kariye!",
food_debate_0_51,Debating street food vs. restaurant food,Do you ever dream about food?,Tane kadach khavanu sapna ma aave che?,
food_debate_0_52,Debating street food vs. restaurant food,Only when I skip dinner!,"Jyaare dinner miss karu ne, tyaare j aave!",
food_debate_0_53,Debating street food vs. restaurant food,Then I must be in your dreams often.,Pachi toh hu taran sapna ma ghani vaar hovu joiye!,
food_debate_0_54,Debating street food vs. restaurant food,What makes you think you’re dinner material?,Tane su lage che ke tu dinner jitlo important che?,
food_debate_0_55,Debating street food vs. restaurant food,"I’m the main course, obviously.","Hu toh main course chu boss, starter nai!",
food_debate_0_56,Debating street food vs. restaurant food,"A bit overconfident, aren’t you?",Thodu badhu confidence nai che tara ma?,
food_debate_0_57,Debating street food vs. restaurant food,I call it self-flavoured faith.,Hu ene khavu-paru bharoso kevu chu!,
food_debate_0_58,Debating street food vs. restaurant food,Okay Mr. Masala Swag!,Theek che Mr. Masala Swag!,
food_debate_0_59,Debating street food vs. restaurant food,You know I spice up every conversation.,"Mane khabar che, tu vaat ma masalo bhari nakhe!",
food_debate_0_60,Debating street food vs. restaurant food,And sometimes add too much mirchi!,Ane kai vaar to khubaj mirchi vadhare thai jaay che!,
food_debate_0_61,Debating street food vs. restaurant food,"But you like it spicy, don’t you?",Pan tane spicy vaat gamti che ne?,
food_debate_0_62,Debating street food vs. restaurant food,"Only in food, not in flirting!","Food ma haan, flirting ma nai!",
food_debate_0_63,Debating street food vs. restaurant food,Ouch! That one hurt like a dry pani puri!,Aye haay! E toh dry pani puri jetlu hurting hatu!,
food_debate_0_64,Debating street food vs. restaurant food,See? You’re addicted to street metaphors now.,Jo ne! Have toh tu street food ni vaat thi addicted thai gayo!,
food_debate_0_65,Debating street food vs. restaurant food,"Admit it, I’m growing on you like cheese on pasta.",Maan ke hu tari jaem pasta par cheese jevo set thai gayo chu!,
food_debate_0_66,Debating street food vs. restaurant food,Don’t flatter yourself too much!,Khud ni jyaada tarif nai karvu re!,
food_debate_0_67,Debating street food vs. restaurant food,"A little flirt is fine, like extra chutney!","Thodi flirting toh chalse ne, extra chutney jevi!",
food_debate_0_68,Debating street food vs. restaurant food,"Only if it's sweet chutney, not spicy!","Bas sweet chutney jevi hoy toh chalse, spicy nai!",
food_debate_0_69,Debating street food vs. restaurant food,You’re more demanding than restaurant menus!,Tane toh restaurant ni menu karta vadhare demands che!,
food_debate_0_70,Debating street food vs. restaurant food,At least I don’t come with taxes!,"Hu toh GST vagar avi chu, budget friendly!",
food_debate_0_71,Debating street food vs. restaurant food,You’re such a khatti-meethi combo!,Tu toh ek number nu khattu-meethu combo che!,
food_debate_0_72,Debating street food vs. restaurant food,Like bhel without sev – impossible to ignore me.,Bhel vagar sev javu chu hu – missing ma maaru naam!,
food_debate_0_73,Debating street food vs. restaurant food,Still street food > cheesy lines!,Pann street food toh tara cheesy lines karta better j che!,
food_debate_0_74,Debating street food vs. restaurant food,"Okay okay, I’ll save my pickup lines for dessert.","Fine, have toh pickup lines dessert mate save karu chu!",
food_debate_0_75,Debating street food vs. restaurant food,Hope dessert is brownie and not more drama!,"Mane toh brownie joye, not drama!",
food_debate_0_76,Debating street food vs. restaurant food,You’re giving drama queen vibes today.,Aaje toh tu drama queen mood ma lage che!,
food_debate_0_77,Debating street food vs. restaurant food,"You bring the thela, I’ll bring the drama!","Tu thela laav, hu drama laavu!",
food_debate_0_78,Debating street food vs. restaurant food,Then we’ll have masaledar moments together.,Pachi apdi jodi full masaledar moments lidhe jase!,
food_debate_0_79,Debating street food vs. restaurant food,"Masala and masti, I’m in!",Masala hoy ane masti pan? Hu ready chu boss!,
food_debate_0_80,Debating street food vs. restaurant food,You’re the only dish I never get bored of.,Tu eklu dish che je thi hu kadach bore nai thao!,
food_debate_0_81,Debating street food vs. restaurant food,Flirt alert! Someone’s hungry and charming.,Flirt alert! Koi toh bhukhyo pan che ane charming pan!,
food_debate_0_82,Debating street food vs. restaurant food,"Blame the food vibes, not me!","Kasoor khavanu no che, mane nai!",
food_debate_0_83,Debating street food vs. restaurant food,So where’s the next foodie destination?,Toh have next food date kya nu plan che?,
food_debate_0_84,Debating street food vs. restaurant food,Manek Chowk midnight treats?,Manek Chowk ni raat ni treat chale?,
food_debate_0_85,Debating street food vs. restaurant food,Only if we walk it off afterwards!,Bas pachi walk karva padse toh chalse!,
food_debate_0_86,Debating street food vs. restaurant food,Even calories are scared of us!,Calories pan apdi jodi ni vaat thi dare che!,
food_debate_0_87,Debating street food vs. restaurant food,"Sassy and spicy, just like your taste!",Sassy ane spicy – javi taro taste che!,
food_debate_0_88,Debating street food vs. restaurant food,My taste is expensive – just saying!,Maro taste toh thodo mehengo che – warning apu chu!,
food_debate_0_89,Debating street food vs. restaurant food,"Willing to pay, if the company is right.",Company sachi hoy toh paisa toh chalse!,
food_debate_0_90,Debating street food vs. restaurant food,"Aww, are we being sweet now?","Awww, have sweet mood ma chhe ne tu?",
food_debate_0_91,Debating street food vs. restaurant food,Sweet like jalebi – round and twisted!,Sweet jalebi jevu – gol gol ane twist ma!,
food_debate_0_92,Debating street food vs. restaurant food,Your lines are making me crave snacks!,Tari vaat vachi ne mane toh snacks ni craving thai gayi!,
food_debate_0_93,Debating street food vs. restaurant food,"Come, let’s fix that with some fafda-jalebi!","Chal ne, fafda-jalebi lai ne craving fix kariye!",
food_debate_0_94,Debating street food vs. restaurant food,Only if you feed me like royalty!,Bas tu rani jevu feed karis toh chalse!,
food_debate_0_95,Debating street food vs. restaurant food,"Then sit tight, Queen of Snacks!","Pachi jamine baith jao, Snacks ni Rani!",
food_debate_0_96,Debating street food vs. restaurant food,"This debate turned into a date, huh?",Aa toh debate karta karta date bani gayi!,
food_debate_0_97,Debating street food vs. restaurant food,All thanks to hunger and heart!,Baddhu bhukh ane dil no jadoo che!,
food_debate_0_98,Debating street food vs. restaurant food,So this is how foodies fall in love?,Toh foodie loko aavi rite love ma padta hoy?,
food_debate_0_99,Debating street food vs. restaurant food,"With spice, sass and sev puri!","Spice, sass ane sev puri sathe j love story chalu thay!",
food_debate_0_100,Debating street food vs. restaurant food,"Then let’s eat, flirt, and repeat!","Toh chal khayiye, flirty banie, ane repeat kariye!",
food_debate_0_101,Debating street food vs. restaurant food,You ever felt love at first bite?,Tane kyare first bite ma love thayu che?,
food_debate_0_102,Debating street food vs. restaurant food,Yes. It was vada pav. Pure magic.,Haan. Vada pav hato. Full jadoo!,
food_debate_0_103,Debating street food vs. restaurant food,And here I thought it was me!,Ane mane lagyu ke tu maara mate love hato!,
food_debate_0_104,Debating street food vs. restaurant food,You’re second… after extra chutney.,Taro number bijo che… chutney pachi!,
food_debate_0_105,Debating street food vs. restaurant food,"Wow, priorities well seasoned!","Wah, tara priorities toh masala ma set che!",
food_debate_0_106,Debating street food vs. restaurant food,"Blame the vendor, not me!","Kasoor thelavala no che, maaru nai!",
food_debate_0_107,Debating street food vs. restaurant food,Street food makes loyalty difficult.,Street food loyalty rakhva na chance j nai aape!,
food_debate_0_108,Debating street food vs. restaurant food,I hope I’m not just a food phase.,Mane nathi game tu mane ek food phase j samjhe!,
food_debate_0_109,Debating street food vs. restaurant food,You’re more like an all-time thali!,Tu toh ekdum all-time favourite thali jevo che!,
food_debate_0_110,Debating street food vs. restaurant food,Thali? So you want me with sides too?,Thali? Etle mane side dish sathe joye che?,
food_debate_0_111,Debating street food vs. restaurant food,Only if I’m the sweet at the end.,Bas mane last ma sweet banavi de!,
food_debate_0_112,Debating street food vs. restaurant food,You’d be rasmalai – soft and addictive.,Tu toh rasmalai jevi che – soft ane addictive!,
food_debate_0_113,Debating street food vs. restaurant food,That’s the smoothest line today!,Aaje ni vaat ma toh tu ekdum buttery chhe!,
food_debate_0_114,Debating street food vs. restaurant food,Like melted butter on pav bhaji?,Melted butter jevu… pav bhaji par!,
food_debate_0_115,Debating street food vs. restaurant food,Stop! You’re making me hungry again.,Bas kar! Tu mane fari bhukh lagi padave che!,
food_debate_0_116,Debating street food vs. restaurant food,Let’s test our bond with a food trail.,Chal apdi jodi ne food trail thi test kariye!,
food_debate_0_117,Debating street food vs. restaurant food,Challenge accepted. First stop: khaman!,Challenge accepted. Pahlu stop: khaman!,
food_debate_0_118,Debating street food vs. restaurant food,And I’ll judge you based on spice tolerance.,Ane hu taro spice level joi ne judge karis!,
food_debate_0_119,Debating street food vs. restaurant food,Then bring on the teekha sev!,Toh laav ne teekhu sev!,
food_debate_0_120,Debating street food vs. restaurant food,"You’ll cry before I do, I bet.","Tu toh radshe mari pehla, pakki vaat!",
food_debate_0_121,Debating street food vs. restaurant food,Let’s see who runs for buttermilk first.,Joie kaun pehla chaas mate dodshe!,
food_debate_0_122,Debating street food vs. restaurant food,And the winner gets a sweet treat?,Ane je jite ene sweet treat madse?,
food_debate_0_123,Debating street food vs. restaurant food,Or a forehead kiss from the loser!,Ke pachi loser taraf thi ek forehead kiss?,
food_debate_0_124,Debating street food vs. restaurant food,You’re mixing daawat with romance now!,Tu toh daawat ma romance mix kari didhu!,
